,sentence_id,en,nl
1750,DBG#2:8,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.","Mijn grootste zorg was het gezond verstand van het voedsel dat naar mij en anderen werd verzonden, maar ik zou liegen is dat ik zei dat als iemand die sinds de leeftijd van vijftien jaar in restaurants heeft gewerkt, ik verwachtte ten minste een minimale inspanning van de kant van het restaurant om de situatie te wijzigen."
1751,DBG#2:9,None was made so i hung up.,"Niemand was gemaakt, dus hing ik op."
1752,DBG#2:10,Less than three minutes passed before I found myself doubled over the toilet.,Er gingen minder dan drie minuten voorbij voordat ik me over het toilet bevond.
1753,DBG#2:11,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.","Mijn vriendin, die iets agressiever was en net zo walgde van het feit dat ze de rest van haar nauwelijks gegeten maaltijd weggooide, belde terug om te worden geïnformeerd dat ik het waarschijnlijk mis had en dat het waarschijnlijk een oester was, en dat we ook op de zwarte lijst stonden van hun restaurant."
1754,DBG#2:12,"Not only have I worked in restaurants for many years, I am now in culinary school, I am a huge lover of oysters and fish, and my girlfriend is half Korean!","Ik heb niet alleen vele jaren in restaurants gewerkt, ik zit nu op de culinaire school, ik ben een enorme liefhebber van oesters en vis, en mijn vriendin is half Koreaans!"
1755,DBG#2:13,We know the difference between and oyster and bad fish.,We kennen het verschil tussen oesters en slechte vissen.
1756,DBG#2:14,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.","Het was niet alsof dit restaurant een grote opschepperij had, maar nu is het gewoon afstotelijk."
1757,DBG#2:15,Eat at your own risk.,Eet op eigen risico.
1758,CLF#7:0,Gorgeous place ideal for a romantic dinner,Prachtige plek ideaal voor een romantisch diner
1759,CLF#7:1,I took my boyfriend for a dinner on saturday night.,Ik nam mijn vriend mee uit eten op zaterdagavond.
1760,CLF#7:2,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,Ik boek een prachtige witte organza tent met een viercursus prix fix menu dat we erg genoten.
1761,CLF#7:3,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,De service was spectaculair omdat de ober alles wist over het menu en zijn aanbevelingen waren geweldig!
1762,CLF#7:4,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,Ik adviseer Casa La Femme voor elke speciale gelegenheid en om echt indruk te maken op je date.
1763,DBG#7:0,More Williamsburg Garbage,Meer Williamsburg afval
1764,DBG#7:1,My wife and I visited Dokebi tonight.,Mijn vrouw en ik bezochten Dokebi vanavond.
1765,DBG#7:2,We ordered dosut bibimbap and nakgi-bokum.,We hebben dosut bibimbap en nakgi-bokum besteld.
1766,DBG#7:3,The dishes came out around 5 minutes apart.,De gerechten kwamen vijf minuten na elkaar uit.
1767,DBG#7:4,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.","De bibimbap was gemiddeld, maar de stenen kom was niet eens dicht bij sissen."
1768,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,Jammer dat ik een extra $2 had betaald voor de stenen kom.
1769,DBG#7:6,The nakgi-bokum was horrible.,De nakgi-bokum was verschrikkelijk.
1770,DBG#7:7,Easily the worst stir-fried squid I've ever tasted.,Gemakkelijk de ergste gebakken inktvis die ik ooit geproefd heb.
1771,DBG#7:8,The sauce tasted more like Chinese fast food than decent Korean.,De saus smaakte meer naar Chinees fast food dan fatsoenlijk Koreaans.
1772,DBG#7:9,"The side dishes were passable, and I did get a refill upon request.","De bijgerechten waren redelijk, en ik kreeg een nieuwe op verzoek."
1773,DBG#7:10,The real problem I had with this place was the complete lack of service.,Het echte probleem dat ik hier had was het gebrek aan service.
1774,DBG#7:11,I mentioned the squid dish wasn't very good when the waitress visited.,Ik zei dat de inktvis niet zo goed was toen de serveerster langskwam.
1775,DBG#7:12,She just nodded and walked off.,Ze knikte en liep weg.
1776,DBG#7:13,"There were no communications issues either, as she spoke perfect English.","Er waren ook geen communicatieproblemen, want ze sprak perfect Engels."
1777,DBG#7:14,"As to my comment about the food, no apology or acknowledgment was made.","Wat betreft mijn opmerking over het voedsel, er werd geen verontschuldiging of erkenning gemaakt."
1778,DBG#7:15,My wife had barely touched that mess of a dish.,M'n vrouw had die rotzooi amper aangeraakt.
1779,DBG#7:16,We were charged full price.,We kregen de volle prijs.
1780,DBG#7:17,"If you ware looking for Korean fusion, I suggest you try some of the places in the East Village.","Als je zoekt naar Koreaanse fusie, stel ik voor dat je wat van de plaatsen in het East Village probeert."
1781,DBG#7:18,"Authentic Korean food lovers should visit 32nd Street, of course.","Authentieke Koreaanse voedselliefhebbers moeten 32nd Street bezoeken, natuurlijk."
1782,ADLT#9:0,Lives up to the hype,Leeft tot aan de hype
1783,ADLT#9:1,We've lived around the corner from this place for over a year and finally had dinner there.,We wonen hier al meer dan een jaar en hebben daar eindelijk gegeten.
1784,ADLT#9:2,We've tried before but it always packed and doesn't take reservations.,"We hebben het al geprobeerd, maar het is altijd ingepakt en er zijn geen reserveringen nodig."
1785,ADLT#9:3,It was well worth the wait.,Het was het wachten waard.
1786,ADLT#9:4,The wife had the risotto which was amazing.,"De vrouw had de risotto, wat geweldig was."
1787,ADLT#9:5,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.","Het ziet er niet lekker uit, omdat het bedekt is met inktvisinkt en het verandert je lippen en tanden zwart, maar de smaak was fenomenaal."
1788,ADLT#9:6,The farro salad and the mashed yukon potatoes were also extremely tasty.,De farro salade en de aardappelpuree waren ook erg lekker.
1789,EVPK#4:0,i love margherita pizza – i looove east village pizza,Ik hou van margherita pizza met kaas en kaas
1790,EVPK#4:1,"Love this place, every time we are in the city this is one of the places we always go.","Hou van deze plek, elke keer als we in de stad zijn is dit een van de plaatsen waar we altijd heen gaan."
1791,EVPK#4:2,A quintessential slice of NYC pizza.,Een typisch stukje NYC pizza.
1792,EVPK#4:3,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.","De korst heeft een grote hap en een goede kauw, de saus is licht met een mooie zuurheid aan het, het zout van de kaas is geweldig, echt verhoogt de smaak van alle andere componenten."
1793,EVPK#4:4,"Personally I like the margherita pizza better, but they are all good.","Persoonlijk vind ik de margherita pizza beter, maar ze zijn allemaal goed."
1794,Z#6:0,Possibly the Most Romantic Restaurant in the City,Mogelijk het meest romantische restaurant in de stad
1795,Z#6:1,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!","Dit is ongetwijfeld mijn favoriete moderne Japanse brasserie (die don 8217t serveren sushi), en naar mijn mening, een van de meest romantische restaurants in de stad!"
1796,Z#6:2,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.","Niet alleen is het een avontuur om naar deze enigszins verborgen plek te komen, als je eenmaal de ongemarkeerde houten deuren betreedt, de zen en intieme d23334;.cor zal je het gevoel geven dat je jezelf bent alsof je het net bent met de schermen 8217; je bent niet langer in de stad."
1797,Z#6:3,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).","Als je 82171;zijn van plan om hier te komen, zorg ervoor dat je date is iemand die je echt leuk is sinds je afscheiden 8217; zal worden geleid naar private cabines waar er geen mensen of voedsel kijken (kies degene op het grondniveau die hebben glazen plafonds zodat je de sterren in de lucht kunt zien!)."
1798,Z#6:4,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,Het is de 8217; is alleen jij en je date en een af en toe leuk schattig hokje 8216;excuseer me de spa 8217; voordat de ober opent het kleine gordijn naar je!
1799,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!","Mijn partij had het BBE $29 fixe prix menu, dat was zo'n geweldige deal omdat het ook kwam met een vlucht sake!"
1800,Z#6:6,I never used to be a fan of sakes but am lately experimenting with it a lot more and am acquiring a better taste of it.,"Ik was nooit een fan van sakes, maar ik experimenteer er de laatste tijd veel meer mee en ik krijg er een betere smaak van."
1801,Z#6:7,We started off with a delightful sashimi amuse bouche.,We begonnen met een heerlijke sashimi amuse bouche.
1802,Z#6:8,Our first course was Tuna Sashimi with Green Yuzu Sauce.,Onze eerste cursus was Tuna Sashimi met Green Yuzu Sauce.
1803,Z#6:9,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.","Ik koos de Grilled Black Cod als mijn voorgerecht, die ik absoluut verslond terwijl iemand zei dat de Grilled Salmon schotel beter was."
1804,Z#6:10,The entrees were served with miso soup and rice.,De voorgerechten werden geserveerd met miso soep en rijst.
1805,Z#6:11,The sake’s complimented the courses very well and is successfully easing me into the sake world.,De sake 8217s complimenteerde de cursussen zeer goed en is met succes me naar de sake wereld.
1806,Z#6:12,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.","Voor desserts hebben we de bevroren zwarte sesam mousse (interessant maar niet buitengewoon) en matca (poedergroene thee) en bosbessenkwarktaart geprobeerd, wat fenomenaal was."
1807,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.","Misschien was het het grote bedrijf (ik had vrienden op bezoek uit Philly's 8211; ja, het was geen datum deze keer) of het super redelijke prijs punt, maar ik kan gewoon spalken 8217t te zeggen genoeg goede dingen over deze brasserie."
1808,Z#6:14,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.","Ik doe 8217t, meestal bezoek dezelfde inrichting meer dan eens, wat meer dan twee keer, maar ik weet het tweemaal, zal altijd naar Zenkichi komen voor een rustig, onbelemmerd en gedenkwaardig diner."
1809,CLF#6:0,Terrible would be a compliment!,Verschrikkelijk zou een compliment zijn!
1810,CLF#6:1,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.","De service laat veel te wensen over, van het gevoel dat je gehaast bent de plaats van je bestelling, tot het worden genegeerd de rest van de nacht."
1811,CLF#6:2,"We were 10 people celebrtating a birthday, we sat in the tent.","We waren tien mensen die een verjaardag vierden, we zaten in de tent."
1812,CLF#6:3,We paid a fixed pricce but got nothing!!,We betaalden een vaste prijs maar kregen niets!!
1813,CLF#6:4,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,"We hebben nooit gegeten, want bijna twee in de ring werden we niet bediend en waren te overstuur om te gaan eten."
1814,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!","Ze zijn extreem onbeschoft, niet eens excuses aanbieden voor de verschrikkelijke service die we kregen en ons een rekening goed over $500 overhandigen voor een paar drankjes in hun pita brood!"
1815,CLF#6:6,Stay away,Blijf weg.
1816,DBG#6:0,Great Shabu Shabu,Grote Shabu Shabu.
1817,DBG#6:1,"I go here at least once every other week, particularly when it's cold!","Ik kom hier minstens een keer per week, vooral als het koud is."
