,sentence_id,en,es
1899,CLF#4:3,If I could give 0 stars I would do so for this place.,"Si pudiera dar cero estrellas, lo haría por este lugar."
1900,CLF#4:4,Casa La Femme is to middle eastern dining what Chuckie Cheeze is to italian.,"Casa lafaym está en un restaurante del Medio Oriente, como el queso Chuchi en Italia."
1901,CLF#4:5,The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,"Hay cuatro resultados diferentes en citysearch, en el mismo lugar, porque han estado tratando de crear un nuevo tema para que puedan evaluarlo positivamente."
1902,CLF#4:6,Well...they can run but they can't hide.,"Bueno... Pueden correr, pero no pueden esconderse."
1903,CLF#4:7,I live in the West Village and I've been to a lot of restaurants.,Vivo en West Village y he ido a muchos restaurantes.
1904,CLF#4:8,"Sometimes you pay a lot and don't get much in return - it's manhattan, things are expensive.","A veces pagas mucho y no recibes mucho, esto es Manhattan, y las cosas son caras."
1905,CLF#4:9,"However, most of them are at least prompt and pleasant.","Sin embargo, la mayoría de ellos fueron al menos rápidos y felices."
1906,CLF#4:10,This place...god where do i begin.,"¿Este lugar... Dios, por dónde empiezo?"
1907,CLF#4:11,It is quite a spectacular scene i'll give them that.,"Es una escena muy espectacular, se la voy a mostrar."
1908,CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,"¡Pero la decoración parece distracción, así que no te das cuenta de que acabas de gastar $300 en berenjenas frías, tardaste dos horas en llegar!!!"
1909,CLF#4:13,"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.","En esta economía, no entiendo cómo este lugar sobrevive a la competencia del mercado de Nishimura."
1910,BHD#4:0,Great Hot Dogs!,¡Buen perrito caliente!
1911,BHD#4:1,I've made the trip out here a few times with a friend who lives nearby (I live on UWS).,He viajado varias veces con un amigo que vive cerca de aquí.
1912,BHD#4:2,"Though it's been crowded most times I've gone here, Bark always delivers on their food.","Aunque estoy lleno de gente cuando estoy aquí, las cortezas siempre se transportan en su comida."
1913,BHD#4:3,"The hot dogs are top notch, and they're Slamwich is amazing!","¡Los perritos calientes son de primera clase, y slamwitch es increíble!"
1914,BHD#4:4,"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",¡Siempre vale la pena ir en tren a ladrar y hacer feliz a tu lengua y tu estómago!
1915,BHD#4:5,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,"La única queja es el precio, y creo que es razonable pagar un dólar menos por cada elemento del menú."
1916,BHD#4:6,"But nonetheless--great spot, great food.","Pero de todos modos... Buen lugar, buena comida."
1917,BFC#7:0,Fabulous food - if the front of house staff don't put you off – ,Si el personal de recepción no te decepciona...
1918,BFC#7:1,We live nearby BFC. ,Vivimos cerca de la FC.
1919,BFC#7:2,"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years. ","Excepto en ocasiones especiales, donde el precio de nuestra comida supera en cierta medida nuestro precio, ya hemos comido seis veces en los últimos dos años."
1920,BFC#7:3,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ","Cada vez que vamos, el personal de recepción (no los camareros, que son muy buenos, sino los que le saludan y le dan su asiento) es tan terrible para nosotros que no habría regresado si no fuera por la comida especial."
1921,BFC#7:4,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!","¡Como la BFC no acepta las reservas, casi siempre tienes que esperar en el bar y luego ser insultada por el personal de recepción, hasta que te sientas, lo que puede llevar más de una hora!"
1922,BFC#7:5,The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink. ,"Si quieres un trago, la chica retro enrollada te va a gritar."
1923,BFC#7:6,"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??",Me sorprendió el hecho de que ella rechazara a los clientes a las nueve de la noche del viernes porque esa noche iba a ir a una barbacoa.
1924,BFC#7:7,I'd be horrified if my staff were turning away customers so early and so rudely!,Me sorprendería que mis empleados rechazaran a los clientes tan pronto.
1925,BFC#7:8,"There's another girl who I can't describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about. ","Hay otra chica, no puedo describirla, de 5 pies y 6 pulgadas de estatura, pelo castaño, que te está escuchando a escondidas e interrumpiendo, excepto por la última parte de lo que dijiste, por lo que sus opiniones no invitadas son a menudo circunstanciales y no tienen nada que ver con lo que realmente estás hablando."
1926,BFC#7:9,"I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal. ","Soy una persona amable, así que no me importa si no es tan mala, se vuelve tan personal."
1927,BFC#7:10,"Again, I'd be super upset if that were my employee.","Una vez más, si ese fuera mi empleado, estaría muy triste."
1928,BFC#7:11,"Considering you will spend at least $60 a head, I expect better service. ","Teniendo en cuenta que cuesta por lo menos 60 dólares a cada uno, me gustaría tener un mejor servicio."
1929,BFC#7:12,"So, if you're walking by and thinking about dining, you might want to see who's going to be seating you first...","Así que, si quieres pasar por aquí y comer, quizá quieras ver quién te va a sentar primero..."
1930,ADLT#6:0,"Maitre-D-""Eat and get out""","""Comer y salir""."
1931,ADLT#6:1,My family ate here last weekend.,El fin de semana pasado comí aquí.
1932,ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.","La comida y los servicios son buenos, pero el capataz es muy popular y arrogante."
1933,ADLT#6:3,"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.","Al terminar la comida, incluida una botella de vino de alta calidad, el prometido de nuestro hijo tomó con nosotros una copa de vino y postre."
1934,ADLT#6:4,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.","El tipo se negó a sentarse y se fue, y los cuatro estábamos detrás de él, pero le dije que en mis 40 años de viaje por el mundo, incluso en París, nunca había visto a un líder de equipo comportarse tan mal en un restaurante."
1935,ADLT#6:5,"His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.","Su respuesta fue narcisismo, arrogancia y condescendencia, y se ajustó plenamente a la conducta que había mostrado toda la noche."
1936,ADLT#6:6,"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.","No se puede comer aquí, perturba la sensación de la camarera de ""mover la Mesa"", o se va a estropear."
1937,ADLT#6:7,"If you go here, do it on his off-night.","Si vienes aquí, hazlo en su descanso."
1938,NP#9:0,Best meal in a long time!,¡La mejor comida en mucho tiempo!
1939,NP#9:1,Mussles and calamari were superb Saturday evening.,"El sábado por la noche, los mejillones y calamares estaban deliciosos."
1940,NP#9:2,I had the Lamb special which was perfect.,"Tengo un cordero especial, perfecto."
1941,NP#9:3,"My father had the flank steak which was very good, and my mother had the swordfish.","El lomo de mi padre está delicioso, y mi madre come el pez espada."
1942,TFS#2:0,The Four Seasons restaurant is a great experience.,El Four Seasons es una gran experiencia.
1943,TFS#2:1,The food is great and the environment is even better.,La comida es buena y el medio ambiente es mejor.
1944,TFS#2:2,Everyone must come here at least once.,Todos deben venir al menos una vez.
1945,TFS#2:3,Highly recommend it!,¡Muy recomendable!
1946,BHD#8:0,Taking Hot Dogs to the next level,Lleven los perros calientes a un nuevo nivel.
1947,BHD#8:1,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.","A primera vista, este lugar parece un poco caro para una tienda de perros calientes, pero en Buck no eres sólo un perro caliente normal."
1948,BHD#8:2,Here the hot dog is elevated to the level of a real entree with numerous variations available.,"Aquí los perros calientes se elevan al nivel de un plato principal real, con muchas opciones."
1949,P#3:0,Great Atmosphere,Muy bien.
1950,P#3:1,Went to this place this place on a real cold night and needed a quick meal.,Llegar a este lugar en una noche fría requiere una comida rápida.
1951,P#3:2,"I highly recommend the fish tacos, everything else was ok.",Los otros tacos están bien.
1952,P#3:3,"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.","El ambiente fresco, detrás del fuego, realmente lo publico, pero necesita más calor en toda la fría noche."
1953,CLF#8:0,Poor service and management,Servicios y mala administración
1954,CLF#8:1,Don’t go to this place!,¡No vayas a este lugar!
1955,CLF#8:2,Had an awful experience at Casa la Femme on a Saturday dinner.,"El sábado, en una cena, tuve una mala experiencia en Kassala Ferm."
1956,CLF#8:3,Appetizers took nearly an hour.,El aperitivo tardó casi una hora.
1957,CLF#8:4,When the main course finally arrived (another 45mins) half of our order was missing.,"Cuando finalmente llegó el plato principal (45 minutos más), pedimos menos de la mitad."
1958,CLF#8:5,Never got an explanation as to what was going on.,No hay explicación de lo que pasó.
1959,CLF#8:6,The manager was rude and handled the situation extremely poorly.,"El gerente es muy grosero, muy mal manejado."
